TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
0.015316801966929883,1,0.8571428571428571,0.0,0.8387096774193548,0,0.24482758620689654,0.0,0.33683185966818,2
0.4163999424097106,1,0.3571428571428571,0.0,0.8064516129032258,0,0.45172413793103444,0.0,0.9180546275595326,2
0.13957892638410507,1,0.5476190476190476,1.0,0.016129032258064557,3,0.1586206896551724,0.0,0.06863734931174438,4
0.20404682533529728,1,0.7857142857142857,1.0,0.12903225806451613,3,0.05172413793103449,0.0,0.569197956003802,4
0.014607998405191985,0,0.023809523809523808,1.0,0.12903225806451613,3,0.6482758620689656,0.0,0.4925911187531677,1
0.10176868638764909,1,0.6666666666666666,0.0,0.0,3,0.5586206896551724,0.0,0.045737843102722775,4
0.007553187954769472,0,0.9285714285714285,0.0,0.30645161290322587,0,0.44482758620689655,0.0,0.8883303734554748,3
0.189560652542279,0,0.38095238095238093,0.5,0.7903225806451613,2,0.9689655172413792,0.0,0.18115460779713835,1
0.11736236474588284,0,0.26190476190476186,0.5,0.532258064516129,1,0.26206896551724135,0.0,0.6045605421617909,3
0.903392289546255,1,0.6190476190476191,0.0,0.5967741935483871,0,0.3793103448275862,0.0,0.06188385358620237,2
0.019403497502574953,0,0.0,1.0,0.5483870967741935,1,0.16896551724137931,0.0,0.5040264197666963,3
0.21016025605528668,1,0.5238095238095237,1.0,0.04838709677419356,3,0.5620689655172414,0.0,0.09595919536134934,4
0.5473957006633958,0,0.5476190476190476,0.5,0.09677419354838712,3,0.3482758620689655,0.0,0.10209024288923516,1
0.8655155992158861,1,0.5238095238095237,0.0,0.12903225806451613,3,0.3896551724137931,0.0,0.005944850820811549,4
0.18465440288837448,1,0.5,1.0,0.0,3,0.4275862068965517,0.0,0.013355076448200345,4
0.5152005138825823,1,0.23809523809523808,0.0,0.29032258064516125,1,0.4103448275862069,0.0,0.22614430312017286,0
0.6152636416997994,0,0.047619047619047616,0.5,0.016129032258064557,3,0.5103448275862069,0.0,0.06923627084966197,1
0.5456347668147032,1,0.19047619047619047,1.0,0.33870967741935487,1,0.7724137931034483,0.0,0.3366812890458528,0
0.020400252511268868,0,0.0,0.5,0.6612903225806451,2,0.3310344827586207,0.0,0.5274757776233234,1
0.07887654635464543,0,0.19047619047619047,1.0,0.0,3,0.5482758620689655,0.0,0.4347283074114356,1
0.06540927868162537,1,0.47619047619047616,0.5,0.8548387096774193,2,0.09655172413793102,0.0,0.3797633083592239,0
0.09470280088157443,1,0.45238095238095233,0.5,0.32258064516129037,0,0.2862068965517241,0.0,0.607992073532239,2
0.05752383905729126,1,0.023809523809523808,1.0,0.33870967741935487,1,0.3793103448275862,0.0,0.5964801428269905,0
0.16089840851450277,1,0.7857142857142857,1.0,0.04838709677419356,3,0.296551724137931,0.0,0.12299132740103008,4
0.008007265236507813,0,0.3571428571428571,1.0,0.7580645161290323,2,0.9172413793103449,0.0,0.23751305729615496,1
0.044366672942531535,1,0.5952380952380952,0.5,0.30645161290322587,1,0.29310344827586204,0.0,0.1737793360642184,0
0.140863632839755,1,0.45238095238095233,1.0,0.4193548387096775,0,0.6448275862068966,0.0,0.11231022387969408,2
0.06192063615119666,1,0.26190476190476186,0.5,0.14516129032258068,3,0.9413793103448276,0.0,0.08405336115304833,4
0.031065531104293796,0,0.5714285714285714,1.0,0.6612903225806451,0,0.034482758620689655,0.0,0.5534290442664186,3
0.06518777756858227,1,0.07142857142857142,0.0,0.1774193548387097,0,0.8517241379310345,0.0,0.6535296039320443,2
0.9718915087548313,1,0.47619047619047616,1.0,0.06451612903225812,3,0.4827586206896552,0.0,0.020014465534787865,4
0.2824139191299436,0,0.8809523809523809,0.5,0.435483870967742,0,0.13793103448275862,0.0,0.9891024512090688,3
0.1378844428693254,1,0.9285714285714285,0.5,0.5,1,0.1206896551724138,0.0,0.3806929475140387,0
0.08624145836332826,1,0.5952380952380952,0.5,0.12903225806451613,3,0.46551724137931033,0.0,0.05373220208190774,4
0.7187932619361411,1,0.9047619047619047,0.0,0.9193548387096775,2,0.4379310344827586,0.0,0.3209446424418253,0
0.3714241414063106,1,0.6666666666666666,1.0,0.5967741935483871,2,0.7103448275862069,0.0,0.061716478206919,0
0.36349440155936785,1,0.8333333333333333,0.0,0.7258064516129032,2,0.3758620689655172,0.0,0.28382629527705666,0
0.03738938788167411,1,0.7142857142857142,1.0,0.32258064516129037,0,0.031034482758620682,0.0,0.9486776000656059,2
0.2670860421073616,0,0.11904761904761904,1.0,0.6290322580645161,0,0.36551724137931035,0.0,0.8910399724670863,3
0.06097925642076351,1,0.9523809523809523,0.0,0.016129032258064557,3,0.36896551724137927,0.0,0.009446962170475522,4
0.3367370671037622,1,0.5,0.5,0.14516129032258068,3,0.07931034482758621,0.0,0.05158119319151912,4
0.4817759959243795,1,0.14285714285714285,0.5,0.903225806451613,2,0.27586206896551724,0.0,0.3073274117851088,0
0.18188563897533583,1,0.07142857142857142,0.5,0.12903225806451613,3,0.22413793103448276,0.0,0.09464573555765579,4
0.5648056881485829,1,0.6666666666666666,1.0,0.016129032258064557,3,0.3275862068965517,0.0,0.04573918748327928,4
0.694007287386619,1,0.23809523809523808,1.0,0.12903225806451613,3,0.4413793103448276,0.0,0.011041397510476086,4
0.024088246043436366,0,0.8095238095238095,1.0,0.3709677419354839,1,0.5689655172413793,0.0,0.08293752529115922,3
0.4707784656617899,0,0.42857142857142855,1.0,0.8225806451612903,2,0.38275862068965516,0.0,0.2558551134186656,1
0.4699146113209219,1,0.6904761904761905,1.0,0.532258064516129,1,0.8758620689655173,0.0,0.34164743082153753,0
0.09432624898940117,1,0.9761904761904762,0.5,0.7903225806451613,0,0.46551724137931033,0.0,0.9950869612562968,2
0.18743424185706528,1,0.8571428571428571,0.5,0.16129032258064518,3,0.4551724137931034,0.0,0.05496029372026398,4
0.1155903558415381,1,0.6904761904761905,0.0,0.7096774193548387,2,0.27586206896551724,0.0,0.29418609184539085,0
0.3507359374480856,1,0.5476190476190476,0.5,0.11290322580645162,3,0.2517241379310345,0.0,0.08219408284341866,4
0.06676043547118825,0,0.19047619047619047,0.5,0.6290322580645161,2,0.14482758620689656,0.0,0.23080863146092492,1
0.3237238767124805,0,0.21428571428571427,0.5,0.8064516129032258,2,0.17586206896551726,0.0,0.3049807955237505,1
0.42778509962012556,1,0.38095238095238093,0.5,0.4838709677419355,1,0.06206896551724138,0.0,0.3716782036924756,0
0.12383019724674114,1,0.42857142857142855,0.5,0.08064516129032262,3,0.1413793103448276,0.0,0.055727935018021424,4
0.6293511124893402,1,0.38095238095238093,0.0,0.4516129032258065,1,0.489655172413793,0.0,0.3628926767557946,0
0.38694029437497923,1,0.45238095238095233,1.0,0.4838709677419355,1,0.7448275862068966,0.0,0.4403095032917158,0
0.6657658954736247,0,0.7142857142857142,0.5,0.6129032258064516,1,0.32413793103448274,0.0,0.5617521042916662,3
0.006102355664337212,1,0.11904761904761904,1.0,0.5161290322580645,0,0.393103448275862,0.0,0.9334619009272195,2
0.2226861439978736,0,0.6190476190476191,0.5,0.3870967741935484,1,0.6068965517241379,0.0,0.16695996569140822,3
0.3302138593246431,1,0.38095238095238093,0.5,0.6129032258064516,2,0.7413793103448276,0.0,0.1958426375671014,0
0.5767888983642142,1,0.0,0.5,0.11290322580645162,3,0.4068965517241379,0.0,0.12436662871032231,4
0.12960030124151373,0,0.047619047619047616,1.0,0.6774193548387097,1,0.020689655172413793,0.0,0.2396035690615014,3
0.20916350104659273,0,0.38095238095238093,0.5,0.22580645161290325,1,0.32068965517241377,0.0,0.05886773580771057,3
0.14761941678756935,1,0.023809523809523808,0.0,0.4193548387096775,1,0.7241379310344828,0.0,0.25173727577412797,0
0.15831792054755073,1,0.21428571428571427,1.0,0.27419354838709675,1,0.43103448275862066,0.0,0.4217032763898542,0
